PCA1,PCA2,x_new,y_new,hdbscan_cluster,dbscan_pca,dbscan_tsne_cosine,dbscan_tsne_euclidean,dbscan_tsne_manhattan,dbscan_umap_cosine,dbscan_umap_euclidean,dbscan_umap_manhattan,kmeans_pca,kmeans_tsne_cosine,kmeans_tsne_euclidean,kmeans_tsne_manhattan,kmeans_umap_cosine,kmeans_umap_euclidean,kmeans_umap_manhattan,TSNE1_cosine,TSNE1_euclidean,TSNE1_manhattan,TSNE2_cosine,TSNE2_euclidean,TSNE2_manhattan,UMAP1_cosine,UMAP1_euclidean,UMAP1_manhattan,UMAP2_cosine,UMAP2_euclidean,UMAP2_manhattan,sentiment_processed_comment,vader_neg,vader_neu,vader_pos,vader_compound,transformer_label,transformer_score,valencia,arousal,interpretacion,bert_result,roberta_result,distilbert_result,albert_result,Comment,processed_comment,headline,section,keywords
-2.4463274,-0.19768453,12.360211,8.049067,-1,6,-1,-1,-1,1,0,0,1,1,1,2,2,1,1,-58.10422,55.38127,-5.970608,5.2389436,21.31711,82.22838,3.7114527,9.167027,3.382086,4.7804904,2.327328,3.972642,0.4019,0.127,0.573,0.299,0.4019,1 star,0.2603606879711151,0.4019,0.172,Sentimiento positivo y emocionado,Muy negativo,Neutral,Positivo,Positivo,"Any chance these peanuts could be shipped to other countries to help with world hunger, or donated to shelters around the country?",chance peanut could ship country help world hunger donate shelter around country,"Ballpark Peanuts, a Classic Summer Pleasure, Have Been Benched",Food,No topic assigned
3.868028,-2.4376414,14.678086,8.254134,13,-1,-1,-1,-1,2,0,0,0,0,0,0,0,0,0,58.94385,-33.285057,-39.24795,-35.281757,-44.54485,1.25849,9.218622,10.151228,4.377603,7.3826036,8.315561,8.767778,0.2732,0.0,0.792,0.208,0.2732,4 stars,0.3151097297668457,0.2732,0.208,Sentimiento positivo y emocionado,Positivo,Neutral,Positivo,Negativo,"“Well, I have President Putin and he just said, 'it's not Russia'. I will say this: I don't see any reason why it would be…""",well president putin say russia say see reason would,"Russia Secretly Offered Afghan Militants Bounties to Kill U.S. Troops, Intelligence Says",U.S.,8_trump_putin_we_loud
-3.56469,3.4645078,14.428733,6.092698,5,-1,-1,-1,-1,2,0,0,2,2,0,1,1,1,2,41.671726,-42.50059,13.950705,22.950153,21.641138,-50.32491,2.4448714,7.1560645,7.0079474,8.092567,6.4471045,5.9816756,-0.3818,0.299,0.522,0.179,-0.3818,1 star,0.4424995481967926,-0.3818,-0.12,Sentimiento negativo y calmado,Muy negativo,Negativo,Negativo,Negativo,All the Southern founders were racist but you have to remember the times and weigh the values of the whole man.,southern founder racist remember time weigh value whole man,"Yes, Even George Washington",Opinion,1_slave_right_slavery_native
5.523055,1.6942501,14.597755,8.716482,-1,-1,-1,-1,-1,0,0,0,0,2,0,2,0,0,2,52.372955,-9.312946,3.2322278,-27.060741,-11.088108,16.600414,6.0964446,10.868871,4.720988,6.5868335,7.037047,7.9098916,-0.849,0.482,0.518,0.0,-0.849,1 star,0.8123363256454468,-0.849,-0.482,Sentimiento negativo y calmado,Muy negativo,Negativo,Negativo,Negativo,Aggressive stupidity and ignorance thy name is Republican.  You almost couldn't do worse if you tried to tank the economy and spread disease and division.,aggressive stupidity ignorance thy name republican almost could bad try tank economy spread disease division,"Trump’s Virus Is Spreading, and His Economy Is Stalling",Opinion,No topic assigned
-4.897386,0.38716602,11.718554,9.327821,8,-1,-1,-1,-1,0,0,0,1,1,1,2,2,1,1,-46.063717,47.989628,8.065512,20.852072,-17.473185,51.321777,4.8894196,9.133674,3.2271361,4.4326468,4.3145547,5.151412,-0.5994,0.262,0.738,0.0,-0.5994,1 star,0.6075387597084045,-0.5994,-0.262,Sentimiento negativo y calmado,Muy negativo,Negativo,Negativo,Positivo,Do we know how and where the teachers that died contracted the virus in the first place? I really don’t recall seeing this information anywhere.,know teacher die contract virus first place really recall see information anywhere,"Citing Educational Risks, Scientific Panel Urges That Schools Reopen",Health,5_school_wear_mask_teacher
-7.098067,-4.4113255,11.358461,7.7502613,6,-1,-1,-1,-1,1,1,2,1,1,2,2,2,0,0,-16.907923,-10.631942,15.906588,58.840122,47.01757,20.81548,1.764518,7.720534,1.7402415,6.666639,7.696377,8.702814,0.3612,0.139,0.636,0.225,0.3612,5 stars,0.5008693337440491,0.3612,0.086,Sentimiento positivo y emocionado,Muy positivo,Positivo,Positivo,Positivo,"Beautiful write up Steve Martin!

To this day, I reference the Jerk to my wife at least once a month: “All I need is this lamp... and this cup... and this...”",beautiful write steve martin day reference jerk wife least month need lamp cup,"Carl Reiner, Perfect",Movies,0_thank_eat_last_puzzle
-2.695216,3.2489102,12.599055,5.8372746,1,-1,-1,-1,-1,2,0,0,2,2,0,0,1,2,2,11.838703,7.3016915,-58.263683,21.138893,-53.89397,23.282808,3.42541,12.485379,5.150654,7.34142,4.978668,5.733498,0.0,0.0,1.0,0.0,0.0,1 star,0.3139486312866211,0.0,0.0,Sentimiento neutro.,Muy negativo,Neutral,Negativo,Positivo,A 'white' woman called the police on 'Black' man?  Why is one capitalized and not the other?  Simple enough question should have a simple answer. What is it?,white woman call police black man one capitalize simple enough question simple answer,Amy Cooper Faces Charges After Calling Police on Black Bird-Watcher,New York,15_cop_police_car_black
6.6182613,-0.023603989,15.346645,8.8554945,14,-1,-1,-1,-1,2,0,0,0,0,0,0,0,0,2,25.386127,-32.091457,-19.518433,-24.778364,-26.456594,8.3229885,7.4299507,11.292306,5.013725,8.427976,7.1477942,7.6668267,-0.0516,0.238,0.538,0.223,-0.0516,1 star,0.5208163857460022,-0.0516,-0.014999999999999986,Sentimiento negativo y calmado,Muy negativo,Negativo,Positivo,Positivo,"Pence says good news that they are younger people, what the you know is wrong with this administration?!",pence say good news young people know wrong administration,U.S. Hits Another Record for New Coronavirus Cases,World,11_child_family_trump_want
-4.8235154,-3.695899,12.601533,8.590865,-1,-1,-1,-1,-1,1,0,0,1,1,1,1,2,2,1,-49.71549,62.083336,17.75576,62.44705,-44.505993,-21.030905,2.8731556,10.960862,2.318624,5.528354,3.2193077,4.5703845,0.1426,0.162,0.649,0.19,0.1426,1 star,0.576205313205719,0.1426,0.027999999999999997,Sentimiento positivo y emocionado,Muy negativo,Neutral,Negativo,Positivo,"If word gets out that sweat lodges are used for purification ceremonies, this will be his next miracle cure.  I mean, really, really, what have you got to lose.",word get sweat lodge use purification ceremony next miracle cure mean really really get lose,Arizona ‘Overwhelmed’ With Demand for Tests as U.S. System Shows Strain,The Upshot,No topic assigned
-3.9019825,1.0174897,13.5597925,8.316238,-1,6,-1,-1,-1,0,0,0,1,0,1,1,0,2,1,-6.599386,69.5841,37.25757,-13.382284,15.526108,-37.76242,7.2582073,11.226156,5.15866,4.404576,4.8518753,4.26708,-0.3818,0.205,0.795,0.0,-0.3818,1 star,0.5953188538551331,-0.3818,-0.205,Sentimiento negativo y calmado,Muy negativo,Negativo,Positivo,Positivo,This is the most poignant story I've ever read about people in the military and military families. I'm so very sorry for your loss. People don't realize the sacrifices people in the military make.,poignant story ever read people military military family sorry loss people realize sacrifice people military make,Father Soldier Son,U.S.,No topic assigned
2.632432,-4.7181625,15.62818,9.493705,-1,-1,-1,-1,-1,2,1,0,0,2,0,0,0,0,0,45.827675,-29.027906,-46.277576,-13.8872,-50.79369,2.9589171,9.4443,9.273964,4.1768584,6.8013506,8.855027,8.988884,0.1027,0.086,0.802,0.111,0.1027,5 stars,0.6711350679397583,0.1027,0.02500000000000001,Sentimiento positivo y emocionado,Muy positivo,Neutral,Negativo,Positivo,"Just off the top of my head:

Fauci. 
Bolton. 
George Floyd. 
Mattis. 
Stone. 
Putin. (Russians paying Taliban.) 
Vindman. 

Say their names.",top head fauci bolton george floyd mattis stone putin russians pay taliban vindman say name,"A Record 5.4 Million Americans Have Lost Health Insurance, Study Finds",World,No topic assigned
5.3770957,0.96314573,16.216434,7.6891613,12,-1,-1,-1,-1,2,0,0,0,2,0,1,1,0,2,25.80898,-19.592472,-0.19680578,6.2377295,-14.774029,-50.47283,5.849547,11.842333,6.0024586,8.822874,7.584819,7.1487145,0.6597,0.0,0.597,0.403,0.6597,1 star,0.5118443965911865,0.6597,0.403,Sentimiento positivo y emocionado,Muy negativo,Positivo,Positivo,Negativo,"You don't understand Republicans.

We'll get $4 trillion through with bipartisan support.

It's going to happen with bipartisan support.",understand republicans get trillion bipartisan support go happen bipartisan support,"As New Coronavirus Cases Hit Another Record in the U.S., Some States Delay Reopenings",World,9_republicans_republican_gop_party
6.8445973,-1.8221248,16.006042,8.187035,-1,17,-1,-1,-1,2,0,0,0,0,0,0,0,0,2,34.498993,-25.120213,-23.220575,-34.514256,-22.3352,-7.1922274,8.248006,11.289624,5.134512,8.536932,7.968037,8.063856,0.6369,0.0,0.634,0.366,0.6369,1 star,0.8366361856460571,0.6369,0.366,Sentimiento positivo y emocionado,Muy negativo,Negativo,Negativo,Positivo,"I’m so ready for the corrupt political parties act of 2021.  Trump has just declared himself corrupt, if we ever needed further proof.",ready corrupt political party act trump declare corrupt ever need proof,Trump Commutes Sentence of Roger Stone in Case He Long Denounced,U.S.,No topic assigned
-3.3465962,-1.1699233,11.7441845,6.6525607,4,2,-1,-1,-1,1,0,0,1,1,0,2,2,1,1,-20.668062,-45.046032,40.029903,19.508568,12.3286705,38.20423,3.1467164,8.183494,3.790957,5.018771,3.2284713,3.7121837,0.0,0.0,1.0,0.0,0.0,1 star,0.2985682785511017,0.0,0.0,Sentimiento neutro.,Muy negativo,Neutral,Negativo,Positivo,They were asking too much for the St. Paul house...it has already been reduced by $50K in a hot real estate market...,ask much st paul houseit already reduce k hot real estate market,"$650,000 Homes in Minnesota, Tennessee and Virginia",Real Estate,3_brooklyn_work_people_wealthy
-6.208511,-1.0680311,12.33856,8.573842,6,4,-1,-1,-1,1,0,0,1,1,1,2,2,1,1,-52.43996,46.10469,15.021704,17.782122,11.430948,58.600216,3.4627948,9.397963,2.7210069,3.5627909,2.9801052,4.758588,-0.1779,0.194,0.647,0.159,-0.1779,5 stars,0.40680626034736633,-0.1779,-0.035,Sentimiento negativo y calmado,Muy positivo,Neutral,Negativo,Positivo,"Watch for the boating deaths to spike soon. People don't just learn how to operate safely in 4 hours online. Then of course, just add a little booze...",watch boat death spike soon people learn operate safely hour online course add little booze,The Boat Business Is Booming,Style,0_thank_eat_last_puzzle
3.5441608,-0.29089057,14.479531,9.318829,-1,-1,-1,-1,-1,0,0,0,0,0,1,1,2,1,0,-24.320583,26.578161,24.306488,-33.81477,-18.52687,-6.705454,5.27465,9.5807905,3.4595625,5.2263856,4.7203135,5.742039,-0.0772,0.187,0.643,0.17,-0.0772,1 star,0.5645592212677002,-0.0772,-0.016999999999999987,Sentimiento negativo y calmado,Muy negativo,Neutral,Negativo,Positivo,"59,000 new coronavirus cases, and Trump says that makes it safe to send all our kids to school this fall.  What a mad man.",new coronavirus case trump say make safe send kid school fall mad man,At Least 5 States Set Single-Day Coronavirus Case Records,World,No topic assigned
6.0152984,-1.2721454,14.657217,8.2364435,13,16,-1,-1,-1,2,0,0,0,2,0,0,0,0,2,58.397263,-30.379469,-31.660334,-11.941827,-37.90624,-0.17300224,8.5447035,10.401509,4.751114,7.0188894,7.8116126,6.833182,-0.6908,0.32,0.68,0.0,-0.6908,1 star,0.41504544019699097,-0.6908,-0.32,Sentimiento negativo y calmado,Muy negativo,Negativo,Negativo,Negativo,There is no word in the English language or any language to describe Trump other than maybe a demon who could kill us all.,word english language language describe trump maybe demon could kill we,America’s Aspiring Autocrat Is in the Home Stretch. How Worried Should We Be?,Opinion,8_trump_putin_we_loud
-2.577433,-1.8264227,12.806324,8.168773,-1,2,-1,-1,-1,1,0,0,1,1,1,1,2,2,1,-5.055626,59.76253,16.77904,31.111458,-43.68126,-23.067238,2.8443549,11.020427,2.2649503,5.6448855,3.3263993,4.627512,0.101,0.157,0.663,0.18,0.101,1 star,0.5329103469848633,0.101,0.022999999999999993,Sentimiento positivo y emocionado,Muy negativo,Negativo,Negativo,Negativo,A malignant narcissist needs his fix of public adoration.He is already showing symptoms of severe withdrawal.He really can’t help himself.,malignant narcissist need fix public adorationhe already show symptom severe withdrawalhe really help,Is Trump Trying to Spread Covid-19?,Opinion,No topic assigned
-6.035095,-1.6485718,10.985715,7.4147067,6,4,-1,-1,-1,1,0,0,1,1,2,2,2,1,1,-49.434597,41.06724,0.6074012,33.370586,50.798294,56.457508,2.5992732,7.3979106,4.3754783,3.9968486,3.5653284,2.8893247,-0.4019,0.213,0.787,0.0,-0.4019,1 star,0.4617845416069031,-0.4019,-0.213,Sentimiento negativo y calmado,Muy negativo,Neutral,Negativo,Positivo,Having trouble finding the starting square. Looked at last week's answers online and still cannot find.,trouble find starting square look last week answer online still find,Variety: Diagramless Crossword,Crosswords & Games,0_thank_eat_last_puzzle
1.5413297,-4.1131663,13.066291,7.835508,-1,-1,-1,-1,-1,1,0,1,0,1,1,0,2,0,0,-17.844105,78.145226,-47.147514,45.53515,24.724174,-21.012613,2.104976,8.668196,2.6648188,6.2046275,6.6455517,7.2175364,0.4019,0.096,0.685,0.219,0.4019,1 star,0.7244393825531006,0.4019,0.123,Sentimiento positivo y emocionado,Muy negativo,Negativo,Negativo,Positivo,"Will this nightmare never end? Anybody, really anybody - my mail man, the guy who cuts my hair, my ex daughter in law I don't like - make them president please!",nightmare never end anybody really anybody mail man guy cut hair ex daughter law like make president please,Trump Adds to Playbook of Stoking White Fear and Resentment,U.S.,No topic assigned
1.6674858,-0.9207148,14.216211,7.3724103,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,2,-1.8248223,-2.0473447,-27.994331,-5.137911,-8.068155,5.0699115,7.2376995,10.394083,4.948891,5.635458,6.53061,6.4083533,0.5106,0.0,0.68,0.32,0.5106,5 stars,0.4174312353134155,0.5106,0.32,Sentimiento positivo y emocionado,Muy positivo,Positivo,Positivo,Positivo,"As stated, this is a reprieve.

Not permanent.

I’m hopeful that this administration will do it correctly next time.",state reprieve permanent hopeful administration correctly next time,"Trump Can’t Immediately End DACA, Supreme Court Rules",U.S.,No topic assigned
-5.053706,-2.4177463,11.925418,8.749363,-1,9,-1,-1,-1,4,0,0,1,1,2,1,2,2,1,-3.0936236,31.858156,55.794823,42.836952,25.032173,-5.1541085,1.402726,12.795003,2.2955453,3.6296425,5.3861017,3.8467305,0.6258,0.0,0.54,0.46,0.6258,4 stars,0.4448002576828003,0.6258,0.46,Sentimiento positivo y emocionado,Positivo,Positivo,Positivo,Positivo,The fits and starts and drama of reopening sports is almost as entertaining as the competition itself.,fit start drama reopen sport almost entertaining competition,Fans Want Sports. Sports Want Fans. But It’s Not That Simple.,Sports,No topic assigned
-0.7364856,0.36506307,13.415117,9.269964,-1,-1,-1,-1,-1,2,0,0,2,0,0,2,0,0,0,21.946262,-42.90434,-16.214968,-33.299824,-26.476065,16.301687,7.4236217,11.427801,3.3532825,7.8669915,6.868859,7.0554338,-0.6597,0.286,0.714,0.0,-0.6597,1 star,0.3550322949886322,-0.6597,-0.286,Sentimiento negativo y calmado,Muy negativo,Neutral,Negativo,Positivo,"This is such an invasion of a woman's privacy. Is their choice also optional to cover Viagra. What about if an employer doesn't believe in cancer? 
What's next?",invasion womans privacy choice also optional cover viagra employer believe cancer next,Supreme Court Upholds Trump Administration Regulation Letting Employers Opt Out of Birth Control Coverage,U.S.,No topic assigned
5.549387,-1.4664824,14.146287,8.532021,9,-1,-1,-1,-1,0,0,0,0,0,1,2,0,2,0,-9.011431,27.434965,32.507557,-38.61133,0.89439934,21.942047,6.6611457,10.330628,2.803726,5.056641,5.3701425,6.413577,-0.25,0.364,0.306,0.33,-0.25,1 star,0.43113186955451965,-0.25,-0.033999999999999975,Sentimiento negativo y calmado,Muy negativo,Negativo,Negativo,Positivo,Yet more winning!  Trump was right when he said we’d get sick of so much winning. Too bad we are also dying by the thousands as well.,yet win trump right say would get sick much win bad also die thousand well,Hollywood’s Comeback Stalls as ‘Tenet’ Is Delayed Again,Business Day,14_datum_director_city_covid
-2.1790378,1.6029224,12.3572235,5.8181844,1,1,-1,-1,-1,1,0,1,2,2,2,2,1,2,0,5.8254066,6.5619464,54.204998,13.804342,67.904,39.52652,3.581796,12.488763,1.6104796,6.488236,4.230854,7.1073303,-0.1441,0.14,0.751,0.109,-0.1441,1 star,0.6261579990386963,-0.1441,-0.031000000000000014,Sentimiento negativo y calmado,Muy negativo,Negativo,Negativo,Positivo,The cops restrain someone without putting them under arrest and reading their rights? The cop felt threatened by a guy who ran away from him? Cops are out of control.,cop restrain someone without put arrest read right cop felt threaten guy run away cop control,Details of Shooting in Atlanta Fuel Debate on Police Use of Force,U.S.,15_cop_police_car_black
5.0933967,-3.339645,14.055479,8.861041,-1,8,-1,-1,-1,0,0,0,0,0,1,2,0,2,0,-7.0465937,26.177364,32.413265,-40.142677,0.7822835,20.464518,6.825021,10.409809,2.7251153,5.318206,5.460136,6.494499,-0.4588,0.337,0.407,0.256,-0.4588,1 star,0.8406261205673218,-0.4588,-0.08100000000000002,Sentimiento negativo y calmado,Muy negativo,Negativo,Negativo,Negativo,"Maybe Trump is pushing this because he is tired of being president after all, and he wants to secure his exit.  Millions losing their health insurance is one way to ensure he loses.",maybe trump push tired president want secure exit million lose health insurance one way ensure lose,What Texas Would Look Like Without Obamacare,The Upshot,No topic assigned
4.582641,1.6964613,14.105568,9.292143,9,18,-1,-1,-1,0,0,0,0,0,1,1,0,1,0,-24.977957,17.221579,28.423937,-39.78066,-13.50767,0.5112475,5.611526,9.79786,3.5397422,5.616448,5.301572,6.309401,0.128,0.105,0.766,0.129,0.128,1 star,0.3704998195171356,0.128,0.024000000000000007,Sentimiento positivo y emocionado,Muy negativo,Negativo,Negativo,Negativo,I wonder what Dr. Fauci thinks about Trump diverting states’ covid-19 data to HHS? No doublespeak can alter the fact that that move clearly undermines his and the CDC’s credibility.,wonder dr fauci think trump divert state covid datum hhs doublespeak alter fact move clearly undermine cdcs credibility,"After Attacks From Trump Aides, Fauci Says ‘Let’s Stop This Nonsense’ and Focus on Virus",U.S.,14_datum_director_city_covid
-0.005670653,6.4170337,13.125981,8.552627,0,-1,-1,-1,-1,0,0,0,2,0,1,1,0,2,0,-14.17992,38.339832,46.19967,-31.301325,-5.00761,-18.66124,5.77102,10.422409,1.8315959,4.9319067,4.727681,5.8100204,0.4404,0.0,0.805,0.195,0.4404,3 stars,0.36204010248184204,0.4404,0.195,Sentimiento positivo y emocionado,Neutral,Neutral,Negativo,Positivo,"The best way to minimize Covid-19 mainly relies on personal responsibility, Americans have proven themselves of being non-responsible as society nor individuals",good way minimize covid mainly rely personal responsibility americans prove nonresponsible society individual,"E.U. May Bar American Travelers as It Reopens Borders, Citing Failures on Virus",World,10_americans_america_rate_well
2.5027778,0.59294885,14.5009985,8.238733,13,-1,-1,-1,-1,3,0,0,0,1,2,0,2,2,1,-39.699226,14.190311,-26.285002,-26.7523,41.709484,-42.321087,1.1452637,11.961228,1.4882418,5.5650783,2.8880079,3.7296038,0.7783,0.0,0.625,0.375,0.7783,3 stars,0.4713348150253296,0.7783,0.375,Sentimiento positivo y emocionado,Neutral,Negativo,Negativo,Negativo,"Those are some pretty progressive countries at the bottom of the chart that dont wear masks when going out.
 Darn, looks like they are Trump supporters too or maybe the Russians got to them.",pretty progressive country bottom chart wear mask go darn look like trump supporter maybe russians get,A Detailed Map of Who Is Wearing Masks in the U.S.,The Upshot,8_trump_putin_we_loud
1.5837839,0.40745014,15.214185,6.5668406,-1,-1,-1,-1,-1,2,0,0,0,0,1,1,1,0,0,-23.62597,11.761439,32.951477,-46.84229,-13.167616,-2.5760927,5.2900596,9.882689,3.9085758,8.965232,5.699619,7.121108,0.7003,0.0,0.691,0.309,0.7003,4 stars,0.27130353450775146,0.7003,0.309,Sentimiento positivo y emocionado,Positivo,Positivo,Positivo,Positivo,"This is good news and not asking that much,with the movement to electric vehicles going so fast.Even Democrats can get one thing right.There is some hope.",good news ask muchwith movement electric vehicle go fasteven democrat get one thing rightthere hope,New Rule in California Will Require Zero-Emissions Trucks,Climate,No topic assigned
8.049961,-2.4833329,15.762466,7.9698606,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,0,0,2,46.833244,-29.213413,-18.211786,-32.6249,-12.470135,-15.291852,7.950211,11.055443,4.897193,8.090524,7.462919,7.8848405,-0.0516,0.149,0.714,0.136,-0.0516,1 star,0.5515536665916443,-0.0516,-0.012999999999999984,Sentimiento negativo y calmado,Muy negativo,Neutral,Negativo,Negativo,"Gee, someone in the Trump administration turning 180 and contradicting what they've said before?  Quelle surprise!

(Actually, we've come to expect this from all Republicans by now....)",gee someone trump administration turn contradict say quelle surprise actually come expect republicans,DeVos Abandons a Lifetime of Local Advocacy to Demand Schools Reopen,U.S.,No topic assigned
-3.6161413,-0.093326196,12.068469,7.9020023,-1,6,-1,-1,-1,1,0,0,1,1,0,2,2,1,1,-57.22666,-40.3111,13.841781,-9.346874,-67.088,75.15515,4.4182887,9.985058,3.8085377,3.8821535,3.5643396,4.233518,0.7003,0.171,0.305,0.524,0.7003,5 stars,0.5687021613121033,0.7003,0.353,Sentimiento positivo y emocionado,Muy positivo,Positivo,Positivo,Positivo,my thanks to all the scientists and rangers everywhere who do their best to save the wildlife of our degraded world!,thank scientist ranger everywhere good save wildlife degraded world,The Return of the Platypuses,Science,No topic assigned
3.3019404,-1.7958345,15.8607,9.666017,-1,-1,-1,-1,-1,2,1,2,0,2,2,0,0,0,0,79.418755,-15.64197,-5.7331166,0.8470003,56.903446,-7.661146,9.958087,9.020157,2.419201,6.0655894,8.980846,9.371235,-0.8126,0.375,0.625,0.0,-0.8126,1 star,0.5526109933853149,-0.8126,-0.375,Sentimiento negativo y calmado,Muy negativo,Negativo,Negativo,Negativo,"This administration is and has been populated by preening, shallow, cowards.
Bolton is yet the latest in a long line of them.
A Johnson resignation followed by prosecution is in order. Law And Order!",administration populate preen shallow coward bolton yet late long line johnson resignation follow prosecution order law order,"Trump Got Written Briefing in February on Possible Russian Bounties, Officials Say",U.S.,No topic assigned
-1.8468187,1.263602,12.96901,5.6489525,2,1,-1,-1,-1,1,0,1,2,0,0,0,1,2,0,6.1840353,-36.63816,-16.415165,-0.51371366,12.04118,0.032958787,4.4954033,12.128832,2.0498583,6.2809176,4.1152887,7.064531,-0.836,0.527,0.473,0.0,-0.836,1 star,0.8754153251647949,-0.836,-0.527,Sentimiento negativo y calmado,Muy negativo,Negativo,Negativo,Negativo,"Ms.Cooper should be prosecuted for filing a false report. Her conduct was deliberate, criminal, and a waste of taxpayer resources.",mscooper prosecute file false report conduct deliberate criminal waste taxpayer resource,"How 2 Lives Collided in Central Park, Rattling the Nation",New York,7_justice_report_robert_lawyer
1.2090961,1.6322674,13.909229,7.9454837,-1,-1,-1,-1,-1,0,0,0,2,0,1,2,0,0,1,-10.359659,72.03179,-28.136599,-10.887503,11.882575,32.53425,7.584012,8.288135,5.677821,4.1260843,7.0183053,4.574807,-0.6486,0.466,0.283,0.251,-0.6486,1 star,0.7781169414520264,-0.6486,-0.21500000000000002,Sentimiento negativo y calmado,Muy negativo,Negativo,Negativo,Positivo,"This country has had enough of the arrogant and shameless leading the willfully blind and fearful.

Thank you for a wonderful essay, Sen. Duckworth.",country enough arrogant shameless lead willfully blind fearful thank wonderful essay sen duckworth,Tammy Duckworth: Tucker Carlson Doesn’t Know What Patriotism Is,Opinion,No topic assigned
1.6496022,2.9446812,14.155161,6.9637556,7,12,-1,-1,-1,2,0,0,2,2,0,2,0,2,2,53.437714,-21.949823,-5.9535184,-0.1964446,3.3105319,9.768327,6.561401,11.327016,5.296028,7.7146087,6.023148,5.536066,-0.6124,0.343,0.455,0.203,-0.6124,5 stars,0.32295912504196167,-0.6124,-0.14,Sentimiento negativo y calmado,Muy positivo,Neutral,Positivo,Positivo,"Consolidated power, weakened institutions, and growing ideological conformity. These are definitely worrying trends, accelerated by the crises we face today.

Terrific column as always, Ross.",consolidated power weaken institution grow ideological conformity definitely worry trend accelerate crisis face today terrific column always ross,Waking Up in 2030,Opinion,2_nazi_movement_statue_white
-4.017399,0.056450397,12.442023,7.742539,3,6,-1,-1,-1,1,0,0,1,1,0,2,2,1,1,-6.652563,-28.676859,1.998571,16.157312,14.304152,26.541662,2.926427,8.609296,5.3350177,6.0836267,3.3843095,3.5453744,-0.0772,0.152,0.711,0.137,-0.0772,1 star,0.4935823082923889,-0.0772,-0.014999999999999986,Sentimiento negativo y calmado,Muy negativo,Negativo,Negativo,Negativo,I am not a parent so I simply didn’t have this perspective at all! This is going to catastrophic for the medium and long term careers of so many good people. The short term already looks bleak.,parent simply perspective go catastrophic medium long term career many good people short term already look bleak,"In the Covid-19 Economy, You Can Have a Kid or a Job. You Can’t Have Both.",Business Day,4_people_vs_word_aspect
-4.3420134,-3.189332,12.319682,7.627235,3,3,-1,-1,-1,1,0,0,1,1,1,2,2,1,1,-58.010704,43.02655,20.17206,22.83552,17.891209,62.89297,2.9825087,8.90171,3.246511,4.460763,3.0321355,3.1827507,-0.4215,0.25,0.637,0.113,-0.4215,3 stars,0.3749195635318756,-0.4215,-0.137,Sentimiento negativo y calmado,Neutral,Positivo,Negativo,Positivo,"You might not live longer but it sure will feel that way.  Perhaps we should focus on the quality, as opposed to the quantity, of our years and stop worrying about what ""experts say"".",might live long sure feel way perhaps focus quality oppose quantity year stop worry expert say,Should We Be Drinking Less?,Well,4_people_vs_word_aspect
5.878119,-4.280411,14.637393,8.410978,13,8,-1,-1,-1,2,0,0,0,0,0,0,0,0,0,60.303993,-20.488968,-8.392986,-36.738358,10.71232,-24.870167,9.16417,10.009104,4.0522094,7.472935,8.100852,7.8214107,0.2732,0.206,0.529,0.265,0.2732,1 star,0.297326922416687,0.2732,0.059000000000000025,Sentimiento positivo y emocionado,Muy negativo,Neutral,Negativo,Positivo,"Jeff Sessions no longer has anything left to lose, it is time for him to tell the truth about the Trump campaign and the help they received from Russia.",jeff sessions long anything leave lose time tell truth trump campaign help receive russia,Who Can Make Trump Miserable This Fall?,Opinion,8_trump_putin_we_loud
2.2548656,-0.15930028,11.737586,9.225364,8,-1,-1,-1,-1,2,0,0,0,0,0,0,0,0,2,46.605972,-33.5151,-25.357857,-53.88356,-14.783239,-15.225682,8.377722,11.225388,5.09535,7.8687325,8.272493,8.155504,0.5106,0.136,0.591,0.273,0.4601,1 star,0.7729150652885437,0.4601,0.137,Sentimiento positivo y emocionado,Muy negativo,Negativo,Negativo,Positivo,"""an “update on progress toward safely getting back to work and back to school.”
Testifying before Congress to push an agenda you do not believe in is utter non-sense.",update progress toward safely get back work back school testify congress push agenda believe utter nonsense,U.S. Cases Reach New Record,World,5_school_wear_mask_teacher
4.0130744,-1.2651032,14.509379,7.207428,-1,11,-1,-1,-1,0,0,0,0,0,2,0,0,0,2,2.1924293,-22.685951,-24.422445,-61.38345,41.981274,-24.447636,7.5809255,9.808466,4.779546,6.0415835,6.3429375,6.618319,-0.8834,0.543,0.372,0.086,-0.8834,1 star,0.6779558658599854,-0.8834,-0.4570000000000001,Sentimiento negativo y calmado,Muy negativo,Negativo,Negativo,Negativo,"It is hard to take these hard left mayors seriously. They manage incompetently then conveniently blame the man responsible for all evils in the world, Mr Trump, for their failures.",hard take hard left mayor seriously manage incompetently conveniently blame man responsible evil world mr trump failure,Federal Agents Unleash Militarized Crackdown on Portland,U.S.,No topic assigned
